PLAYER_1,PLAYER_2,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,PACE,TS_PCT,FTA_RATE,TM_AST_PCT,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT_MR,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_PAINT,PCT_AST_FGM,PCT_UAST_FGM,OPP_FG3_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,SCORING_EDGE_WEIGHT
1627675,1628280,-1627675-1628280-,C. Williams - B. Jones,1611661323,CON,511.9,106.9,94.8,12.1,99.07,0.566,0.303,0.658,0.76,0.24,0.161,0.138,0.191,0.445,0.658,0.342,0.318,0.499,0.259,0.198,0.9767532721234616
1628878,1628899,-1628878-1628899-,A. Atkins - M. Hines-Allen,1611661322,WAS,509.6,99.7,94.6,5.1,96.73,0.545,0.257,0.674,0.654,0.346,0.106,0.084,0.161,0.403,0.674,0.326,0.353,0.506,0.205,0.185,0.9065934065934066
202658,1631019,-202658-1631019-,D. Robinson - N. Smith,1611661325,IND,508.1,94.5,101.0,-6.6,99.52,0.498,0.26,0.653,0.738,0.262,0.135,0.138,0.172,0.47,0.653,0.347,0.326,0.521,0.274,0.192,0.7518205077740602
202252,1631022,-202252-1631022-,A. Clark - S. Austin,1611661322,WAS,506.0,103.7,97.0,6.7,94.71,0.567,0.248,0.695,0.676,0.324,0.139,0.07,0.148,0.437,0.695,0.305,0.337,0.5,0.257,0.188,0.7114624505928854
1628931,1629496,-1628931-1629496-,G. Williams - E. Magbegor,1611661328,SEA,505.4,102.2,95.9,6.4,98.67,0.56,0.236,0.771,0.614,0.386,0.109,0.157,0.156,0.395,0.771,0.229,0.336,0.495,0.193,0.192,0.6390977443609023
1628244,1629477,-1628244-1629477-,S. Whitcomb - S. Ionescu,1611661313,NYL,503.8,100.8,106.9,-6.1,97.6,0.577,0.228,0.732,0.539,0.461,0.075,0.093,0.148,0.378,0.732,0.268,0.368,0.498,0.31,0.142,0.8813021040095276
203399,204333,-203399-204333-,E. Delle Donne - N. Cloud,1611661322,WAS,503.5,107.5,94.6,12.9,95.76,0.579,0.252,0.683,0.669,0.331,0.134,0.061,0.164,0.426,0.683,0.318,0.332,0.488,0.246,0.167,0.9632571996027806
1628280,1630096,-1628280-1630096-,B. Jones - D. Carrington,1611661323,CON,499.8,103.4,92.8,10.6,98.88,0.546,0.312,0.613,0.76,0.24,0.106,0.155,0.194,0.503,0.613,0.387,0.328,0.501,0.276,0.213,0.9403761504601841
100940,1629482,-100940-1629482-,D. Taurasi - S. Cunningham,1611661317,PHO,498.1,103.3,103.2,0.1,98.0,0.554,0.291,0.696,0.571,0.429,0.06,0.111,0.197,0.395,0.696,0.304,0.37,0.506,0.269,0.198,1.0198755270026099
204323,1630462,-204323-1630462-,C. Parker - A. McDonald,1611661330,ATL,497.8,92.4,96.1,-3.7,100.14,0.506,0.25,0.602,0.684,0.316,0.129,0.12,0.173,0.412,0.602,0.398,0.351,0.494,0.309,0.18,0.8417034953796705
1629477,1630101,-1629477-1630101-,S. Ionescu - C. Dangerfield,1611661313,NYL,497.5,100.1,100.3,-0.2,95.13,0.555,0.228,0.705,0.6,0.4,0.092,0.113,0.158,0.409,0.705,0.295,0.345,0.485,0.232,0.154,0.7738693467336684
100720,1629496,-100720-1629496-,S. Bird - E. Magbegor,1611661328,SEA,496.7,99.7,93.1,6.6,99.05,0.553,0.228,0.779,0.61,0.39,0.107,0.165,0.153,0.39,0.779,0.221,0.329,0.482,0.167,0.203,0.666398228306825
204333,1628899,-204333-1628899-,N. Cloud - M. Hines-Allen,1611661322,WAS,495.3,96.0,93.0,3.0,95.84,0.524,0.27,0.699,0.655,0.345,0.095,0.084,0.171,0.406,0.699,0.301,0.311,0.487,0.2,0.203,0.7591358772461134
203827,1628244,-203827-1628244-,N. Howard - S. Whitcomb,1611661313,NYL,485.6,96.6,100.3,-3.7,98.1,0.563,0.217,0.724,0.558,0.442,0.079,0.089,0.141,0.398,0.724,0.276,0.345,0.477,0.282,0.151,0.7557660626029654
203827,1630101,-203827-1630101-,N. Howard - C. Dangerfield,1611661313,NYL,481.4,100.1,98.0,2.1,94.93,0.564,0.202,0.715,0.607,0.393,0.086,0.112,0.136,0.444,0.715,0.285,0.325,0.477,0.226,0.156,0.8267552970502701
201480,1627669,-201480-1627669-,S. Fowles - M. Jefferson,1611661324,MIN,481.2,104.2,107.3,-3.0,95.6,0.561,0.301,0.651,0.739,0.261,0.121,0.094,0.192,0.467,0.651,0.349,0.339,0.514,0.229,0.141,0.943474646716542
204330,1628277,-204330-1628277-,I. Harrison - A. Gray,1611661321,DAL,480.7,102.3,100.6,1.7,99.25,0.547,0.272,0.624,0.676,0.324,0.124,0.166,0.183,0.397,0.624,0.376,0.307,0.519,0.266,0.182,0.8695652173913043
1628882,1628886,-1628882-1628886-,L. Brown - J. Canada,1611661320,LAS,480.2,98.3,103.0,-4.7,97.81,0.541,0.274,0.628,0.735,0.265,0.114,0.149,0.179,0.496,0.628,0.372,0.394,0.537,0.28,0.217,0.6726364014993753
1628277,1629479,-1628277-1629479-,A. Gray - T. McCowan,1611661321,DAL,476.5,112.6,105.8,6.8,94.89,0.573,0.302,0.606,0.677,0.323,0.119,0.145,0.162,0.43,0.606,0.394,0.387,0.523,0.319,0.171,0.912906610703043
203866,204330,-203866-204330-,K. Thornton - I. Harrison,1611661321,DAL,474.9,96.4,99.4,-3.0,98.9,0.518,0.297,0.641,0.673,0.327,0.111,0.145,0.205,0.391,0.641,0.359,0.319,0.516,0.257,0.186,0.6654032427879554
1629477,1629546,-1629477-1629546-,S. Ionescu - M. Johannes,1611661313,NYL,472.4,105.8,107.7,-1.9,97.96,0.573,0.219,0.722,0.557,0.443,0.072,0.091,0.146,0.374,0.722,0.278,0.356,0.498,0.311,0.134,0.9060118543607113
204330,1629481,-204330-1629481-,I. Harrison - A. Ogunbowale,1611661321,DAL,467.7,100.4,101.3,-0.9,100.99,0.53,0.28,0.621,0.659,0.341,0.114,0.15,0.191,0.4,0.621,0.379,0.33,0.532,0.279,0.174,1.0498182595680992
1631009,1631044,-1631009-1631044-,R. Howard - N. Hillmon,1611661330,ATL,466.2,98.9,102.8,-3.8,96.68,0.521,0.258,0.622,0.667,0.333,0.134,0.125,0.18,0.384,0.622,0.378,0.361,0.512,0.282,0.173,0.7357357357357358
1628280,1629567,-1628280-1629567-,B. Jones - N. Hiedeman,1611661323,CON,461.7,110.0,95.8,14.2,98.35,0.567,0.313,0.641,0.755,0.245,0.127,0.15,0.203,0.471,0.641,0.359,0.337,0.51,0.264,0.212,0.9529997834091402
203400,1628890,-203400-1628890-,S. Diggins-Smith - D. DeShields,1611661317,PHO,458.8,95.7,98.6,-2.9,98.55,0.53,0.286,0.707,0.615,0.385,0.103,0.157,0.188,0.409,0.707,0.293,0.353,0.487,0.319,0.183,0.9197907585004359
1628882,1629478,-1628882-1629478-,L. Brown - K. Samuelson,1611661320,LAS,457.1,99.9,108.4,-8.5,98.75,0.558,0.251,0.679,0.711,0.289,0.112,0.094,0.157,0.471,0.679,0.321,0.382,0.548,0.338,0.179,0.6869394005688033
1629479,1629497,-1629479-1629497-,T. McCowan - M. Mabrey,1611661321,DAL,452.9,107.8,106.7,1.1,95.34,0.543,0.3,0.624,0.689,0.311,0.113,0.151,0.168,0.469,0.624,0.376,0.386,0.531,0.28,0.156,1.0377566791786266
1631019,1631031,-1631019-1631031-,N. Smith - Q. Egbo,1611661325,IND,446.5,93.7,101.0,-7.3,98.68,0.499,0.266,0.652,0.721,0.279,0.14,0.134,0.172,0.46,0.652,0.348,0.336,0.51,0.246,0.179,0.6942889137737962
1628909,1631083,-1628909-1631083-,K. Mitchell - E. Engstler,1611661325,IND,441.1,97.9,112.1,-14.2,99.57,0.5,0.244,0.63,0.706,0.294,0.13,0.098,0.16,0.418,0.63,0.37,0.404,0.552,0.331,0.167,0.8524144184992065
100940,1628890,-100940-1628890-,D. Taurasi - D. DeShields,1611661317,PHO,436.8,94.9,106.5,-11.6,99.34,0.529,0.28,0.68,0.608,0.392,0.105,0.135,0.187,0.419,0.68,0.32,0.373,0.516,0.302,0.163,0.9478021978021978
202658,1631031,-202658-1631031-,D. Robinson - Q. Egbo,1611661325,IND,436.8,95.5,100.9,-5.4,100.06,0.525,0.26,0.641,0.734,0.266,0.132,0.154,0.165,0.463,0.641,0.359,0.371,0.522,0.271,0.195,0.6639194139194139
203416,203822,-203416-203822-,E. Meesseman - R. Gardner,1611661329,CHI,435.7,106.1,97.4,8.7,98.76,0.593,0.293,0.752,0.72,0.28,0.104,0.116,0.179,0.491,0.752,0.248,0.348,0.486,0.253,0.178,0.7780582969933441
1628279,1628882,-1628279-1628882-,B. Sykes - L. Brown,1611661320,LAS,434.7,92.9,102.0,-9.1,99.38,0.514,0.278,0.607,0.752,0.248,0.098,0.132,0.178,0.535,0.607,0.393,0.365,0.519,0.326,0.19,0.7154359328272372
203827,1629546,-203827-1629546-,N. Howard - M. Johannes,1611661313,NYL,427.9,101.5,104.3,-2.8,97.93,0.555,0.203,0.722,0.574,0.426,0.07,0.089,0.134,0.405,0.722,0.278,0.335,0.487,0.275,0.138,0.9324608553400328
1627671,1629491,-1627671-1629491-,R. Banham - J. Shepard,1611661324,MIN,427.2,95.1,95.7,-0.7,100.17,0.526,0.275,0.714,0.704,0.296,0.125,0.122,0.174,0.459,0.714,0.286,0.312,0.469,0.251,0.144,0.7069288389513109
203828,1630101,-203828-1630101-,S. Dolson - C. Dangerfield,1611661313,NYL,426.0,97.8,97.6,0.2,95.39,0.551,0.209,0.725,0.604,0.396,0.093,0.112,0.151,0.426,0.725,0.275,0.329,0.473,0.21,0.148,0.607981220657277
202252,203399,-202252-203399-,A. Clark - E. Delle Donne,1611661322,WAS,422.0,106.1,92.6,13.5,95.21,0.57,0.259,0.69,0.663,0.337,0.14,0.073,0.167,0.422,0.69,0.31,0.343,0.478,0.245,0.17,0.9146919431279621
1630462,1631044,-1630462-1631044-,A. McDonald - N. Hillmon,1611661330,ATL,421.6,95.0,91.7,3.3,100.25,0.529,0.337,0.592,0.665,0.335,0.113,0.116,0.221,0.393,0.592,0.408,0.32,0.461,0.298,0.17,0.7020872865275142
204296,1629477,-204296-1629477-,R. Allen - S. Ionescu,1611661313,NYL,420.0,100.4,101.1,-0.7,96.64,0.559,0.22,0.74,0.585,0.415,0.08,0.094,0.156,0.432,0.74,0.26,0.292,0.455,0.333,0.145,0.8761904761904762
203826,1630096,-203826-1630096-,A. Thomas - D. Carrington,1611661323,CON,416.2,104.4,92.1,12.3,98.09,0.54,0.322,0.66,0.762,0.238,0.098,0.16,0.203,0.492,0.66,0.34,0.311,0.491,0.265,0.214,0.802498798654493
1628927,1631083,-1628927-1631083-,V. Vivians - E. Engstler,1611661325,IND,411.0,93.7,109.2,-15.4,100.56,0.493,0.244,0.609,0.708,0.292,0.151,0.1,0.17,0.414,0.609,0.391,0.34,0.515,0.375,0.161,0.6861313868613139
204323,1631044,-204323-1631044-,C. Parker - N. Hillmon,1611661330,ATL,409.4,99.0,103.6,-4.6,96.67,0.528,0.244,0.642,0.692,0.308,0.122,0.121,0.167,0.425,0.642,0.358,0.372,0.523,0.263,0.163,0.6375183194919395
203866,1629479,-203866-1629479-,K. Thornton - T. McCowan,1611661321,DAL,408.9,106.9,106.0,0.9,94.21,0.542,0.337,0.618,0.69,0.31,0.117,0.125,0.195,0.439,0.618,0.382,0.401,0.53,0.284,0.173,0.8706285155294694
204330,1629497,-204330-1629497-,I. Harrison - M. Mabrey,1611661321,DAL,408.2,101.1,99.0,2.1,100.59,0.542,0.27,0.633,0.686,0.314,0.127,0.163,0.17,0.401,0.633,0.367,0.341,0.525,0.247,0.187,0.9505144536991671
203416,1628922,-203416-1628922-,E. Meesseman - A. Stevens,1611661329,CHI,393.8,106.5,98.3,8.2,99.22,0.588,0.228,0.758,0.699,0.301,0.1,0.125,0.142,0.495,0.758,0.242,0.328,0.476,0.267,0.158,0.8532249873031996
1627676,1631019,-1627676-1631019-,T. Mitchell - N. Smith,1611661325,IND,391.4,92.3,107.3,-15.0,100.75,0.496,0.284,0.679,0.725,0.275,0.14,0.122,0.191,0.442,0.679,0.321,0.313,0.545,0.247,0.181,0.8916709248850282
201896,203855,-201896-203855-,B. January - S. Talbot,1611661328,SEA,383.3,92.8,96.0,-3.2,96.99,0.513,0.221,0.716,0.631,0.369,0.144,0.101,0.158,0.362,0.716,0.284,0.31,0.471,0.273,0.181,0.5035220453952517
203035,1628890,-203035-1628890-,S. Peddy - D. DeShields,1611661317,PHO,381.9,97.8,99.5,-1.7,97.9,0.532,0.255,0.673,0.628,0.372,0.037,0.137,0.174,0.468,0.673,0.327,0.327,0.481,0.307,0.162,0.845771144278607
1629491,1629524,-1629491-1629524-,J. Shepard - B. Carleton,1611661324,MIN,380.9,99.1,94.8,4.3,98.66,0.536,0.267,0.722,0.702,0.298,0.102,0.098,0.165,0.479,0.722,0.278,0.307,0.461,0.244,0.152,0.6563402467839329
204333,1628278,-204333-1628278-,N. Cloud - S. Walker-Kimbrough,1611661322,WAS,370.5,97.9,88.0,9.9,98.46,0.536,0.331,0.665,0.672,0.328,0.11,0.101,0.212,0.405,0.665,0.335,0.284,0.458,0.268,0.194,0.766531713900135
201516,1628922,-201516-1628922-,A. Quigley - A. Stevens,1611661329,CHI,368.4,104.9,98.3,6.6,100.67,0.578,0.226,0.762,0.669,0.331,0.116,0.127,0.152,0.459,0.762,0.238,0.329,0.485,0.235,0.158,0.977198697068404
1628929,1631009,-1628929-1631009-,K. Wallace - R. Howard,1611661330,ATL,367.9,87.6,99.3,-11.7,99.17,0.49,0.236,0.593,0.681,0.319,0.187,0.143,0.169,0.373,0.593,0.407,0.316,0.484,0.356,0.161,0.7936939385702637
1627673,1628280,-1627673-1628280-,J. Jones - B. Jones,1611661323,CON,367.5,108.0,88.3,19.7,99.21,0.58,0.363,0.683,0.726,0.274,0.105,0.133,0.211,0.464,0.683,0.317,0.328,0.475,0.223,0.197,1.0448979591836736
203827,204296,-203827-204296-,N. Howard - R. Allen,1611661313,NYL,364.7,98.6,98.6,0.0,96.8,0.563,0.2,0.753,0.606,0.394,0.08,0.109,0.137,0.446,0.753,0.247,0.304,0.462,0.322,0.147,0.8609816287359474
1628278,1628878,-1628278-1628878-,S. Walker-Kimbrough - A. Atkins,1611661322,WAS,362.4,102.9,92.1,10.8,99.02,0.562,0.326,0.665,0.661,0.339,0.119,0.105,0.21,0.374,0.665,0.335,0.343,0.476,0.294,0.171,0.8802428256070641
1628278,1630957,-1628278-1630957-,S. Walker-Kimbrough - R. Machida,1611661322,WAS,360.9,94.0,90.6,3.4,98.96,0.52,0.278,0.715,0.668,0.332,0.103,0.107,0.193,0.448,0.715,0.285,0.376,0.471,0.262,0.189,0.47935716264893324
204323,1628929,-204323-1628929-,C. Parker - K. Wallace,1611661330,ATL,359.1,90.4,95.7,-5.3,98.91,0.504,0.218,0.628,0.702,0.298,0.158,0.133,0.142,0.439,0.628,0.372,0.284,0.466,0.336,0.158,0.8382066276803118
1627674,1628922,-1627674-1628922-,K. Copper - A. Stevens,1611661329,CHI,356.2,103.7,98.3,5.4,100.34,0.574,0.271,0.704,0.687,0.313,0.084,0.162,0.173,0.489,0.704,0.296,0.307,0.464,0.237,0.15,1.038742279618192
1631019,1631089,-1631019-1631089-,N. Smith - D. Henderson,1611661325,IND,356.0,89.8,111.3,-21.5,100.72,0.481,0.273,0.629,0.671,0.329,0.111,0.091,0.192,0.401,0.629,0.371,0.343,0.556,0.301,0.168,0.7134831460674157
201496,203822,-201496-203822-,C. Parker - R. Gardner,1611661329,CHI,355.9,103.0,93.0,10.0,97.85,0.559,0.273,0.692,0.653,0.347,0.108,0.114,0.179,0.452,0.692,0.308,0.335,0.471,0.214,0.18,0.8906996347288565
203399,1631022,-203399-1631022-,E. Delle Donne - S. Austin,1611661322,WAS,354.8,108.5,98.2,10.3,94.55,0.586,0.215,0.705,0.683,0.317,0.149,0.062,0.141,0.428,0.705,0.295,0.355,0.503,0.256,0.163,0.9808342728297632
1628890,1629482,-1628890-1629482-,D. DeShields - S. Cunningham,1611661317,PHO,353.5,97.9,99.6,-1.7,97.48,0.538,0.209,0.661,0.638,0.362,0.064,0.145,0.145,0.457,0.661,0.339,0.351,0.484,0.367,0.201,0.9476661951909476
203866,1631007,-203866-1631007-,K. Thornton - V. Burton,1611661321,DAL,353.1,102.1,95.4,6.7,94.9,0.53,0.358,0.619,0.698,0.302,0.128,0.117,0.23,0.402,0.619,0.381,0.366,0.521,0.277,0.21,0.44746530727839134
203828,204296,-203828-204296-,S. Dolson - R. Allen,1611661313,NYL,352.5,98.2,96.2,2.0,95.93,0.557,0.217,0.756,0.586,0.414,0.069,0.101,0.152,0.436,0.756,0.244,0.274,0.441,0.297,0.146,0.7092198581560284
1629479,1629481,-1629479-1629481-,T. McCowan - A. Ogunbowale,1611661321,DAL,351.2,105.7,102.2,3.5,98.41,0.546,0.299,0.605,0.643,0.357,0.108,0.149,0.165,0.406,0.605,0.395,0.376,0.504,0.348,0.174,1.2471526195899774
1629477,1629566,-1629477-1629566-,S. Ionescu - Han,1611661313,NYL,350.5,100.7,101.2,-0.6,99.71,0.547,0.214,0.722,0.566,0.434,0.081,0.114,0.15,0.382,0.722,0.278,0.405,0.485,0.285,0.141,1.0898716119828815
1627671,1629524,-1627671-1629524-,R. Banham - B. Carleton,1611661324,MIN,349.9,102.2,91.6,10.5,100.62,0.562,0.285,0.705,0.666,0.334,0.109,0.088,0.174,0.427,0.705,0.295,0.324,0.461,0.288,0.163,0.7516433266647614
204365,1631044,-204365-1631044-,E. Wheeler - N. Hillmon,1611661330,ATL,347.8,99.1,101.7,-2.6,95.77,0.527,0.23,0.659,0.675,0.325,0.134,0.118,0.16,0.391,0.659,0.341,0.321,0.511,0.278,0.167,0.5146635997699828
1628244,1629566,-1628244-1629566-,S. Whitcomb - Han,1611661313,NYL,342.2,94.5,93.0,1.5,99.79,0.515,0.197,0.743,0.57,0.43,0.092,0.124,0.145,0.387,0.743,0.257,0.31,0.438,0.268,0.154,0.8007013442431327
1628929,1630462,-1628929-1630462-,K. Wallace - A. McDonald,1611661330,ATL,336.9,87.8,90.3,-2.4,101.45,0.488,0.309,0.554,0.695,0.305,0.092,0.097,0.209,0.446,0.554,0.446,0.31,0.457,0.327,0.162,0.7806470762837637
201896,1629496,-201896-1629496-,B. January - E. Magbegor,1611661328,SEA,336.7,92.4,99.1,-6.7,97.38,0.527,0.252,0.687,0.653,0.347,0.152,0.097,0.174,0.412,0.687,0.313,0.335,0.488,0.261,0.165,0.6029106029106029
202252,1628899,-202252-1628899-,A. Clark - M. Hines-Allen,1611661322,WAS,334.0,96.5,91.9,4.6,95.65,0.531,0.263,0.705,0.647,0.353,0.1,0.078,0.158,0.413,0.705,0.295,0.33,0.482,0.206,0.196,0.7455089820359282
204322,1628278,-204322-1628278-,E. Williams - S. Walker-Kimbrough,1611661322,WAS,333.7,93.2,81.3,11.9,96.8,0.501,0.338,0.718,0.672,0.328,0.096,0.12,0.228,0.427,0.718,0.282,0.288,0.425,0.261,0.211,0.7102187593646988
202250,204319,-202250-204319-,T. Charles - J. Loyd,1611661328,SEA,333.6,112.0,95.4,16.6,99.0,0.592,0.203,0.718,0.649,0.351,0.089,0.177,0.138,0.461,0.718,0.282,0.304,0.497,0.191,0.181,1.0461630695443644
203014,203823,-203014-203823-,N. Ogwumike - C. Ogwumike,1611661320,LAS,332.5,100.4,98.5,1.9,99.04,0.541,0.236,0.669,0.757,0.243,0.084,0.122,0.156,0.52,0.669,0.331,0.359,0.532,0.292,0.23,0.9714285714285714
203855,1629496,-203855-1629496-,S. Talbot - E. Magbegor,1611661328,SEA,332.2,95.7,94.2,1.5,96.51,0.529,0.226,0.691,0.633,0.367,0.132,0.103,0.158,0.404,0.691,0.309,0.305,0.46,0.249,0.182,0.7435279951836243
202664,1628922,-202664-1628922-,C. Vandersloot - A. Stevens,1611661329,CHI,331.4,102.6,90.5,12.2,100.58,0.567,0.246,0.74,0.708,0.292,0.088,0.156,0.162,0.491,0.74,0.26,0.306,0.45,0.253,0.188,0.9022329511164756
1628277,1630112,-1628277-1630112-,A. Gray - T. Harris,1611661321,DAL,330.8,108.5,103.0,5.4,95.9,0.577,0.254,0.663,0.675,0.325,0.136,0.146,0.167,0.404,0.663,0.337,0.329,0.507,0.293,0.159,0.8162031438935913
